usp_category,usp_class,usp_drug,kegg_id_drug,drug_example,kegg_id_drug_example,nomenclature
Blood Glucose Regulators,Antidiabetic Agents,pramlintide,DG00120,pramlintide,D05594,(USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,pramlintide,DG00120,pramlintide acetate,D05595,(USAN)
Blood Glucose Regulators,Antidiabetic Agents,metformin,DG00113,metformin,D04966,(USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,metformin,DG00113,metformin hydrochloride,D00944,(JP17/USP)
Blood Glucose Regulators,Antidiabetic Agents,colesevelam,DG00361,colesevelam,D07743,(INN)
Blood Glucose Regulators,Antidiabetic Agents,colesevelam,DG00361,colesevelam hydrochloride,D03582,(USAN)
Blood Glucose Regulators,Antidiabetic Agents,alogliptin,,alogliptin benzoate,D06553,(JAN/USAN)
Blood Glucose Regulators,Antidiabetic Agents,linagliptin,,linagliptin,D09566,(JAN/USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,DG00119,saxagliptin,D08996,(INN)
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,DG00119,saxagliptin hydrate,D09753,(JAN/USAN)
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,DG00119,saxagliptin hydrochloride,D10262,
Blood Glucose Regulators,Antidiabetic Agents,sitagliptin,DG00118,sitagliptin,D08516,(Prop.INN)
Blood Glucose Regulators,Antidiabetic Agents,sitagliptin,DG00118,sitagliptin phosphate,D06645,(USAN)
Blood Glucose Regulators,Antidiabetic Agents,bromocriptine,DG00452,bromocriptine,D03165,(USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,bromocriptine,DG00452,bromocriptine mesylate,D00780,(USP)
Blood Glucose Regulators,Antidiabetic Agents,exenatide,,exenatide,D04121,(JAN/USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,liraglutide,,liraglutide,D06404,(USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,nateglinide,,nateglinide,D01111,(JP17/USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,repaglinide,,repaglinide,D00594,(JAN/USP/INN)
Blood Glucose Regulators,Antidiabetic Agents,canagliflozin,,canagliflozin,D09592,(USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,chlorpropamide,,chlorpropamide,D00271,(JP17/USP/INN)
Blood Glucose Regulators,Antidiabetic Agents,glimepiride,,glimepiride,D00593,(JP17/USP/INN)
Blood Glucose Regulators,Antidiabetic Agents,glipizide,,glipizide,D00335,(USP/INN)
Blood Glucose Regulators,Antidiabetic Agents,glyburide,,glyburide,D00336,(USP)
Blood Glucose Regulators,Antidiabetic Agents,tolazamide,,tolazamide,D00379,(JP17/USP/INN)
Blood Glucose Regulators,Antidiabetic Agents,tolbutamide,DG00115,tolbutamide,D00380,(JP17/USP/INN)
Blood Glucose Regulators,Antidiabetic Agents,tolbutamide,DG00115,"tolbutamide sodium, sterile",D06177,
Blood Glucose Regulators,Antidiabetic Agents,pioglitazone,DG00117,pioglitazone,D08378,(INN)
Blood Glucose Regulators,Antidiabetic Agents,pioglitazone,DG00117,pioglitazone hydrochloride,D00945,(JP17/USP)
Blood Glucose Regulators,Antidiabetic Agents,rosiglitazone,DG00116,rosiglitazone,D08491,(INN)
Blood Glucose Regulators,Antidiabetic Agents,rosiglitazone,DG00116,rosiglitazone maleate,D00596,(JAN/USAN)
Blood Glucose Regulators,Glycemic Agents,diazoxide,,diazoxide,D00294,(JAN/USP/INN)
Blood Glucose Regulators,Glycemic Agents,glucagon,DG00511,glucagon,D00116,(JAN/USP/INN)
Blood Glucose Regulators,Glycemic Agents,glucagon,DG00511,glucagon hydrochloride,D02118,
Blood Glucose Regulators,Insulins,insulin aspart,,insulin aspart,D04475,(USAN/INN)
Blood Glucose Regulators,Insulins,insulin glulisine,,insulin glulisine,D04540,(USAN/INN)
Blood Glucose Regulators,Insulins,insulin lispro,,insulin lispro,D04477,(USP/INN)
Blood Glucose Regulators,Insulins,insulin human (regular),,insulin human,D03230,(USP/INN)
Blood Glucose Regulators,Insulins,isophane insulin (human),,"insulin human, isophane",D04541,(USP)
Blood Glucose Regulators,Insulins,isophane insulin (human),,"insulin, isophane",D04547,(USP)
Blood Glucose Regulators,Insulins,insulin detemir,,insulin detemir,D04539,(USAN/INN)
Blood Glucose Regulators,Insulins,insulin glargine,,insulin glargine,D03250,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,DG00164,dabigatran,D09707,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,DG00164,dabigatran etexilate,D07144,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,DG00164,dabigatran etexilate mesylate,D07082,(USAN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,apixaban,,apixaban,D03213,(JAN/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,rivaroxaban,,rivaroxaban,D07086,(JAN/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,fondaparinux,,fondaparinux sodium,D01844,(JAN/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dalteparin,,dalteparin sodium,D03353,(JAN/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,enoxaparin,,enoxaparin sodium,D03674,(JAN/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,DG00149,warfarin,D08682,(INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,DG00149,warfarin sodium,D00564,(USP)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,DG00149,warfarin potassium,D01280,(JP17)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,filgrastim,,filgrastim,D03235,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,pegfilgrastim,,pegfilgrastim,D06889,(JAN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,sargramostim,,sargramostim,D05803,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,darbepoetin alfa,,darbepoetin alfa,D03651,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,epoetin alfa,,epoetin alfa,D03231,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,DG00727,anagrelide,D07455,(INN/BAN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,DG00727,anagrelide hydrochloride,D02933,(USAN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,DG00727,anagrelide hydrochloride hydrate,D10255,(JAN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,eltrombopag olamine,,eltrombopag olamine,D03978,(JAN/USAN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,romiplostim,,romiplostim,D08990,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,plerixafor,,plerixafor,D08971,(JAN/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Coagulants,tranexamic acid,,tranexamic acid,D01136,(JP17/USAN/INN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,clopidogrel,DG00155,clopidogrel,D07729,(USP/INN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,clopidogrel,DG00155,clopidogrel bisulfate,D00769,(USAN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,prasugrel,,prasugrel hydrochloride,D05597,(JAN/USAN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticlopidine,DG00156,ticlopidine,D08594,(INN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticlopidine,DG00156,ticlopidine hydrochloride,D01028,(JP17/USAN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,ticagrelor,,ticagrelor,D09017,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,dipyridamole,,dipyridamole,D00302,(JP17/USP/INN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,cilostazol,,cilostazol,D01896,(JP17/USAN/INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,clonidine,DG00249,clonidine,D00281,(JAN/USP/INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,clonidine,DG00249,clonidine hydrochloride,D00604,(JP17/USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,guanfacine,DG00250,guanfacine,D08031,(INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,guanfacine,DG00250,guanfacine hydrochloride,D00606,(JAN/USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopa,DG00248,methyldopa,D08205,(INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopa,DG00248,methyldopa,D00405,(USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,methyldopate,,methyldopate hydrochloride,D04997,(USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,midodrine,DG00224,midodrine,D08220,(INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,midodrine,DG00224,midodrine hydrochloride,D01307,(JAN/USAN)
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,DG00215,phenylephrine,D08365,(INN)
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,DG00215,phenylephrine hydrochloride,D00511,(JP17/USP)
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,DG00215,phenylephrine tartrate,D08366,
Cardiovascular Agents,Alpha-adrenergic Agonists,phenylephrine,DG00215,phenylephrine bitartrate,D08966,(USP)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,doxazosin,DG00256,doxazosin,D07874,(INN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,doxazosin,DG00256,doxazosin mesylate,D00608,(USAN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,phenoxybenzamine,DG00285,phenoxybenzamine,D08358,(INN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,phenoxybenzamine,DG00285,phenoxybenzamine hydrochloride,D00507,(USP)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,prazosin,DG00253,prazosin,D08411,(INN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,prazosin,DG00253,prazosin hydrochloride,D00609,(JP17/USP)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,terazosin,DG00491,terazosin,D08569,(INN)
Cardiovascular Agents,Alpha-adrenergic Blocking Agents,terazosin,DG00491,terazosin hydrochloride,D00610,(USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,benazepril,DG00339,benazepril,D07499,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,benazepril,DG00339,benazepril hydrochloride,D00620,(JAN/USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,captopril,,captopril,D00251,(JP17/USP/INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,enalapril,DG00335,enalapril,D07892,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,enalapril,DG00335,enalapril maleate,D00621,(JP17/USP)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,fosinopril,DG00341,fosinopril,D07992,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,fosinopril,DG00341,fosinopril sodium,D00622,(USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,lisinopril,DG00336,lisinopril,D08131,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,lisinopril,DG00336,lisinopril,D00362,(USP)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,moexipril,DG00344,moexipril,D08225,(INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,moexipril,DG00344,moexipril hydrochloride,D00623,(USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,perindopril,DG00337,perindopril,D03753,(USAN/INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,perindopril,DG00337,perindopril erbumine,D00624,(JAN/USAN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,quinapril,DG00338,quinapril,D03752,(USP/INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,quinapril,DG00338,quinapril hydrochloride,D00459,(JP17/USP)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,ramipril,,ramipril,D00421,(USP/INN)
Cardiovascular Agents,Angiotensin-converting Enzyme (ACE) Inhibitors,trandolapril,,trandolapril,D00383,(JAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,DG00351,azilsartan,D08864,(JAN/USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,DG00351,azilsartan medoxomil,D08067,(USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,azilsartan,DG00351,azilsartan kamedoxomil,D08865,(USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,candesartan,DG00350,candesartan,D00522,(USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,candesartan,DG00350,candesartan cilexetil,D00626,(JP17/USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,eprosartan,DG00349,eprosartan,D04040,(USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,eprosartan,DG00349,eprosartan mesylate,D02082,(USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,irbesartan,,irbesartan,D00523,(JP17/USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,losartan,DG00348,losartan,D08146,(INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,losartan,DG00348,losartan potassium,D00357,(JP17/USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,olmesartan,DG01544,olmesartan,D05246,(USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,olmesartan,DG01544,olmesartan medoxomil,D01204,(JP17/USAN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,telmisartan,,telmisartan,D00627,(JP17/USAN/INN)
Cardiovascular Agents,Angiotensin II Receptor Antagonists,valsartan,,valsartan,D00400,(JP17/USAN/INN)
Cardiovascular Agents,Antiarrhythmics,amiodarone,DG00204,amiodarone,D02910,(USAN/INN)
Cardiovascular Agents,Antiarrhythmics,amiodarone,DG00204,amiodarone hydrochloride,D00636,(JP17/USAN)
Cardiovascular Agents,Antiarrhythmics,disopyramide,DG00194,disopyramide,D00303,(JP17/USAN/INN)
Cardiovascular Agents,Antiarrhythmics,disopyramide,DG00194,disopyramide phosphate,D00637,(JAN/USP)
Cardiovascular Agents,Antiarrhythmics,dofetilide,,dofetilide,D00647,(JAN/USAN/INN)
Cardiovascular Agents,Antiarrhythmics,dronedarone,DG00207,dronedarone,D02537,(INN)
Cardiovascular Agents,Antiarrhythmics,dronedarone,DG00207,dronedarone hydrochloride,D03914,(USAN)
Cardiovascular Agents,Antiarrhythmics,flecainide,DG00201,flecainide,D07962,(INN)
Cardiovascular Agents,Antiarrhythmics,flecainide,DG00201,flecainide acetate,D00638,(JP17/USP)
Cardiovascular Agents,Antiarrhythmics,mexiletine,DG00197,mexiletine,D08215,(INN)
Cardiovascular Agents,Antiarrhythmics,mexiletine,DG00197,mexiletine hydrochloride,D00639,(JP17/USP)
Cardiovascular Agents,Antiarrhythmics,procainamide,DG00193,procainamide,D08421,(INN)
Cardiovascular Agents,Antiarrhythmics,procainamide,DG00193,procainamide hydrochloride,D00477,(JP17/USP)
Cardiovascular Agents,Antiarrhythmics,propafenone,DG00200,propafenone,D08435,(INN)
Cardiovascular Agents,Antiarrhythmics,propafenone,DG00200,propafenone hydrochloride,D00640,(JP17/USP)
Cardiovascular Agents,Antiarrhythmics,quinidine,DG00192,quinidine,D08458,(BAN)
Cardiovascular Agents,Antiarrhythmics,quinidine,DG00192,quinidine gluconate,D00642,(USP)
Cardiovascular Agents,Antiarrhythmics,quinidine,DG00192,quinidine polygalacturonate,D00643,
Cardiovascular Agents,Antiarrhythmics,quinidine,DG00192,quinidine sulfate,D02272,(USP)
Cardiovascular Agents,Antiarrhythmics,quinidine,DG00192,quinidine phenylethylbarbiturate,D08459,
Cardiovascular Agents,Antiarrhythmics,sotalol,DG00307,sotalol,D08525,(INN)
Cardiovascular Agents,Antiarrhythmics,sotalol,DG00307,sotalol hydrochloride,D01026,(JAN/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,acebutolol,DG00314,acebutolol,D02338,(USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,acebutolol,DG00314,acebutolol hydrochloride,D00597,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,atenolol,,atenolol,D00235,(JP17/USP/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,betaxolol,DG00315,betaxolol,D07526,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,betaxolol,DG00315,betaxolol hydrochloride,D00598,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,bisoprolol,DG00316,bisoprolol,D02342,(JAN/USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,bisoprolol,DG00316,bisoprolol fumarate,D00634,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,carvedilol,DG00321,carvedilol,D00255,(JAN/USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,carvedilol,DG00321,carvedilol phosphate,D03415,(USAN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,labetalol,DG00320,labetalol,D08106,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,labetalol,DG00320,labetalol hydrochloride,D00600,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,DG00313,metoprolol,D02358,(USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,DG00313,metoprolol tartrate,D00601,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,DG00313,metoprolol succinate,D00635,(USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,metoprolol,DG00313,metoprolol fumarate,D05011,(USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nadolol,,nadolol,D00432,(JP17/USP/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nebivolol,DG00319,nebivolol,D05127,(USAN/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,nebivolol,DG00319,nebivolol hydrochloride,D06622,(USAN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,penbutolol,DG00312,penbutolol,D08074,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,penbutolol,DG00312,penbutolol sulfate,D00602,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,pindolol,,pindolol,D00513,(JP17/USP/INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,propranolol,DG00305,propranolol,D08443,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,propranolol,DG00305,propranolol hydrochloride,D00483,(JP17/USP)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,DG00306,timolol,D08600,(INN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,DG00306,timolol,D00378,(USAN)
Cardiovascular Agents,Beta-adrenergic Blocking Agents,timolol,DG00306,timolol maleate,D00603,(JP17/USP)
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,DG00322,amlodipine,D07450,(USAN/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,DG00322,amlodipine besylate,D00615,(USAN)
Cardiovascular Agents,Calcium Channel Blocking Agents,amlodipine,DG00322,amlodipine maleate,D02914,(USAN)
Cardiovascular Agents,Calcium Channel Blocking Agents,felodipine,,felodipine,D00319,(JAN/USP/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,isradipine,,isradipine,D00349,(USP/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,nicardipine,DG00323,nicardipine,D08270,(INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,nicardipine,DG00323,nicardipine hydrochloride,D00617,(JP17/USAN)
Cardiovascular Agents,Calcium Channel Blocking Agents,nifedipine,,nifedipine,D00437,(JP17/USP/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,nimodipine,,nimodipine,D00438,(USAN/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,nisoldipine,,nisoldipine,D00618,(JAN/USAN/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,DG00331,diltiazem,D07845,(INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,DG00331,diltiazem hydrochloride,D00616,(JP17/USP)
Cardiovascular Agents,Calcium Channel Blocking Agents,diltiazem,DG00331,diltiazem malate,D03830,(USAN)
Cardiovascular Agents,Calcium Channel Blocking Agents,verapamil,DG00329,verapamil,D02356,(USAN/INN)
Cardiovascular Agents,Calcium Channel Blocking Agents,verapamil,DG00329,verapamil hydrochloride,D00619,(JP17/USP)
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",acetazolamide,DG01134,acetazolamide,D00218,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",acetazolamide,DG01134,acetazolamide sodium,D01196,(JAN)
Cardiovascular Agents,"Diuretics, Carbonic Anhydrase Inhibitors",methazolamide,,methazolamide,D00655,(JAN/USP/INN)
Cardiovascular Agents,"Diuretics, Loop",bumetanide,,bumetanide,D00247,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Loop",ethacrynate/ethacrynic acid,DG00274,ethacrynic acid,D00313,(USP)
Cardiovascular Agents,"Diuretics, Loop",ethacrynate/ethacrynic acid,DG00274,ethacrynate sodium,D04079,(USP)
Cardiovascular Agents,"Diuretics, Loop",furosemide,DG00272,furosemide,D00331,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Loop",furosemide,DG00272,sodium furosemide,D07999,
Cardiovascular Agents,"Diuretics, Loop",furosemide,DG00272,furosemide diolamine,D08001,
Cardiovascular Agents,"Diuretics, Loop",torsemide,DG00273,torsemide,D00382,(USP)
Cardiovascular Agents,"Diuretics, Potassium-sparing",amiloride,DG00275,amiloride,D07447,(INN)
Cardiovascular Agents,"Diuretics, Potassium-sparing",amiloride,DG00275,amiloride hydrochloride,D00649,(USP)
Cardiovascular Agents,"Diuretics, Potassium-sparing",eplerenone,,eplerenone,D01115,(JP17/USAN/INN)
Cardiovascular Agents,"Diuretics, Potassium-sparing",spironolactone,,spironolactone,D00443,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Potassium-sparing",triamterene,,triamterene,D00386,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Thiazide",bendroflumethiazide,,bendroflumethiazide,D00650,(JAN/USP/INN)
Cardiovascular Agents,"Diuretics, Thiazide",chlorothiazide,DG00268,chlorothiazide,D00519,(JAN/USP/INN)
Cardiovascular Agents,"Diuretics, Thiazide",chlorothiazide,DG00268,chlorothiazide sodium,D03471,(USP)
Cardiovascular Agents,"Diuretics, Thiazide",chlorthalidone,,chlorthalidone,D00272,(USP)
Cardiovascular Agents,"Diuretics, Thiazide",hydrochlorothiazide,,hydrochlorothiazide,D00340,(JP17/USP/INN)
Cardiovascular Agents,"Diuretics, Thiazide",indapamide,DG00269,indapamide,D00345,(JP17/USP)
Cardiovascular Agents,"Diuretics, Thiazide",indapamide,DG00269,indapamide hydrate,D06401,
Cardiovascular Agents,"Diuretics, Thiazide",methyclothiazide,,methyclothiazide,D00656,(JAN/USP/INN)
Cardiovascular Agents,"Diuretics, Thiazide",metolazone,,metolazone,D00431,(JAN/USP/INN)
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",choline fenofibrate,,choline fenofibrate,D08890,(USAN/INN)
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",fenofibrate/fenofibric acid,DG01548,fenofibrate,D00565,(JAN/INN)
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",gemfibrozil,,gemfibrozil,D00334,(JAN/USP/INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,DG00355,atorvastatin,D07474,(INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,DG00355,atorvastatin calcium anhydorous,D00887,
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",atorvastatin,DG00355,atorvastatin calcium,D02258,(USP)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",fluvastatin,DG00354,fluvastatin,D07983,(INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",fluvastatin,DG00354,fluvastatin sodium,D00892,(JAN/USAN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",lovastatin,,lovastatin,D00359,(USP/INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pitavastatin,DG01838,pitavastatin calcium,D01862,(JAN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pitavastatin,DG01838,pitavastatin calcium hydrate,D10568,(JP17)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pravastatin,DG00353,pravastatin,D08410,(INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",pravastatin,DG00353,pravastatin sodium,D00893,(JP17/USAN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",rosuvastatin,DG00357,rosuvastatin,D08492,(INN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",rosuvastatin,DG00357,rosuvastatin calcium,D01915,(JAN/USAN)
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",simvastatin,,simvastatin,D00434,(JP17/USP/INN)
Cardiovascular Agents,"Dyslipidemics, Other",cholestyramine,,cholestyramine resin,D02690,(USP)
Cardiovascular Agents,"Dyslipidemics, Other",colesevelam,DG00361,colesevelam,D07743,(INN)
Cardiovascular Agents,"Dyslipidemics, Other",colesevelam,DG00361,colesevelam hydrochloride,D03582,(USAN)
Cardiovascular Agents,"Dyslipidemics, Other",colestipol,DG00359,colestipol,D07771,(INN)
Cardiovascular Agents,"Dyslipidemics, Other",colestipol,DG00359,colestipol hydrochloride,D02113,(USP)
Cardiovascular Agents,"Dyslipidemics, Other",ezetimibe,,ezetimibe,D01966,(JAN/USAN/INN)
Cardiovascular Agents,"Dyslipidemics, Other",icosapent ethyl,,icosapent ethyl,D01892,(USAN)
Cardiovascular Agents,"Dyslipidemics, Other",lomitapide,DG00362,lomitapide,D09637,(USAN/INN)
Cardiovascular Agents,"Dyslipidemics, Other",lomitapide,DG00362,lomitapide mesylate,D09638,(USAN)
Cardiovascular Agents,"Dyslipidemics, Other",mipomersen,,mipomersen sodium,D08946,(USAN)
Cardiovascular Agents,"Dyslipidemics, Other",niacin,DG00282,niacin,D00049,(USP)
Cardiovascular Agents,"Dyslipidemics, Other",omega-3-acid ethyl esters,,omega-3-acid ethyl esters,D05255,(USAN)
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,DG00261,hydralazine,D08044,(INN)
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,DG00261,hydralazine hydrochloride,D01302,(JP17/USP)
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,DG00261,hydralazine polistirex,D04458,(USAN)
